crop_name_x,country_code,adm_id,harvest_year,yield,harvest_area,production,latitude,longitude,prec_sum,tmin_mean,tmax_mean,tavg_mean,rad_mean,et0_mean,vpd_mean,cwb_mean,ndvi_mean,ndvi_max,fpar_mean,fpar_max,crop_name_y,awc,bulk_density,drainage_class
maize,HR,HR03,2005,4.4,1950.0,8659.0,44.47436,15.53691,1415.885,6.347646575342466,14.784049315068494,10.48878904109589,14004397.237328768,2.3202794520547947,9.06586301369863,1.5588575342465756,0.5666304347826088,0.729,46.675472222222226,68.062,maize,13.857,1.445,4
maize,HR,HR03,2006,4.5,1669.0,7451.0,44.47436,15.53691,1146.055,7.024161643835616,15.783772602739727,11.343041095890412,14160286.945547946,2.405197260273973,9.84925205479452,0.7346794520547946,0.5654130434782608,0.745,47.223083333333335,68.536,maize,13.857,1.445,4
maize,HR,HR03,2007,3.5,1823.0,6427.0,44.47436,15.53691,1252.2839999999999,7.459120547945206,16.50741917808219,11.96747397260274,14415053.621575342,2.5383753424657534,10.560753424657534,0.8925397260273974,0.5631956521739131,0.744,47.56952777777778,67.303,maize,13.857,1.445,4
maize,HR,HR03,2008,3.7,1956.0,7181.0,44.47436,15.53691,1484.766,7.581565573770492,16.245398907103823,11.864306010928962,14056628.592896175,2.4317677595628417,9.860849726775957,1.6249699453551913,0.5678695652173913,0.743,47.67352777777778,69.126,maize,13.857,1.445,4
maize,HR,HR03,2009,4.0,1642.0,6544.0,44.47436,15.53691,1448.52,7.461564383561644,16.254172602739725,11.81911506849315,14155288.30701918,2.4869917808219175,10.259002739726027,1.4815561643835617,0.5729565217391304,0.744,47.065416666666664,67.666,maize,13.857,1.445,4
maize,HR,HR03,2010,4.9,2411.0,11919.0,44.47436,15.53691,1803.705,6.820287671232877,15.19116712328767,11.005331506849314,13586639.859758904,2.342109589041096,9.189008219178081,2.599547945205479,0.5823260869565218,0.786,47.04547222222222,69.355,maize,13.857,1.445,4
maize,HR,HR03,2011,5.1,1375.0,6976.0,44.47436,15.53691,906.153,7.281279452054794,16.6944,11.880712328767123,14970639.094520548,2.592964383561644,11.176767123287672,-0.11035342465753425,0.5647173913043478,0.737,47.06922222222222,69.089,maize,13.857,1.445,4
maize,HR,HR03,2012,4.1,1627.0,6620.0,44.47436,15.53691,1260.659,7.271133879781421,16.568877049180326,11.867472677595629,14774063.864754098,2.6024453551912567,11.272013661202186,0.8419781420765027,0.5613260869565218,0.743,46.21841666666667,66.868,maize,13.857,1.445,4
maize,HR,HR03,2013,4.5,1860.0,8412.0,44.47436,15.53691,1595.817,7.392098630136986,16.06252602739726,11.701717808219179,13920743.578082193,2.407701369863014,9.952734246575343,1.9644,0.5984130434782609,0.758,50.62075,67.787,maize,13.857,1.445,4
maize,HR,HR03,2014,10.2,1514.0,15449.0,44.47436,15.53691,1863.93,8.267008219178082,16.44847671232877,12.352375342465754,13343571.917465754,2.279008219178082,8.823260273972604,2.8276493150684936,0.6320217391304348,0.752,54.62961111111111,73.041,maize,13.857,1.445,4
maize,HR,HR03,2015,4.2,1952.0,8199.0,44.47436,15.53691,1156.764,7.704224657534247,16.924342465753426,12.19710684931507,14510360.152054794,2.547676712328767,11.059328767123288,0.6215397260273973,0.5993695652173914,0.762,50.01969444444445,67.845,maize,13.857,1.445,4
maize,HR,HR03,2016,5.7,1829.0,10413.0,44.47436,15.53691,1442.441,7.497497267759562,16.380051912568305,11.866363387978142,13920605.897882514,2.4328551912568304,9.864139344262295,1.50824043715847,0.6079333333333333,0.767,51.034416666666665,69.652,maize,13.857,1.445,4
maize,HR,HR03,2017,4.1,1118.0,4614.0,44.47436,15.53691,1357.505,7.09281095890411,16.64958904109589,11.796923287671234,14856468.879794521,2.6126,11.287090410958903,1.106591780821918,0.585,0.747,48.86527777777778,68.09,maize,13.857,1.445,4
